1,2,1
2,3,1
3,4,1
4,5,1
5,6,1
6,7,1
7,8,1
8,9,1
9,10,1
10,91,1
11,12,1
12,13,1
13,14,1
14,15,1
15,16,1
16,17,1
17,18,1
18,19,1
19,20,1
20,81,1
21,22,1
22,23,1
23,24,1
24,25,1
25,26,1
26,27,1
27,28,1
28,29,1
29,30,1
30,91,1
31,32,1
32,33,1
33,34,1
34,35,1
35,36,1
36,37,1
37,38,1
38,39,1
39,40,1
40,81,1
41,42,1
42,43,1
43,44,1
44,45,1
45,46,1
46,47,1
47,48,1
48,49,1
49,50,1
50,91,1
51,52,1
52,53,1
53,54,1
54,55,1
55,56,1
56,57,1
57,58,1
58,59,1
59,60,1
60,81,1
61,62,1
62,63,1
63,64,1
64,65,1
65,66,1
66,67,1
67,68,1
68,69,1
69,70,1
70,91,1
71,72,1
72,73,1
73,74,1
74,75,1
75,76,1
76,77,1
77,78,1
78,79,1
79,80,1
80,81,1
81,82,1
81,100,1
81,88,1
81,94,1
81,90,1
81,92,1
81,84,1
81,98,1
81,82,1
81,100,1
81,88,1
81,94,1
81,90,1
81,92,1
82,83,1
82,89,1
82,95,1
82,91,1
82,93,1
82,85,1
82,99,1
82,83,1
82,89,1
82,95,1
82,91,1
82,93,1
83,84,1
83,90,1
83,96,1
83,92,1
83,94,1
83,86,1
83,100,1
83,84,1
83,90,1
83,96,1
83,92,1
83,94,1
84,85,1
84,91,1
84,97,1
84,93,1
84,95,1
84,87,1
84,85,1
84,91,1
84,97,1
84,93,1
84,95,1
85,86,1
85,92,1
85,98,1
85,94,1
85,96,1
85,88,1
85,86,1
85,92,1
85,98,1
85,94,1
85,96,1
86,87,1
86,93,1
86,99,1
86,95,1
86,97,1
86,89,1
86,87,1
86,93,1
86,99,1
86,95,1
86,97,1
87,88,1
87,94,1
87,100,1
87,96,1
87,98,1
87,90,1
87,88,1
87,94,1
87,100,1
87,96,1
87,98,1
88,89,1
88,95,1
88,97,1
88,99,1
88,91,1
88,89,1
88,95,1
88,97,1
88,99,1
89,90,1
89,96,1
89,98,1
89,100,1
89,92,1
89,90,1
89,96,1
89,98,1
89,100,1
90,91,1
90,97,1
90,99,1
90,93,1
90,91,1
90,97,1
90,99,1
91,92,1
91,98,1
91,100,1
91,94,1
91,92,1
91,98,1
91,100,1
92,93,1
92,99,1
92,95,1
92,93,1
92,99,1
93,94,1
93,100,1
93,96,1
93,94,1
93,100,1
94,95,1
94,97,1
94,95,1
95,96,1
95,98,1
95,96,1
96,97,1
96,99,1
96,97,1
97,98,1
97,100,1
97,98,1
98,99,1
98,99,1
99,100,1
99,100,1
