1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,7,1
1,8,1
1,9,1
1,10,1
1,11,1
1,12,1
1,13,1
1,14,1
1,15,1
1,16,1
1,17,1
1,18,1
1,19,1
1,20,1
1,21,1
1,22,1
1,23,1
1,24,1
1,25,1
1,26,1
1,27,1
1,39,1
1,51,1
1,63,1
1,75,1
1,87,1
27,28,1
28,29,1
29,30,1
29,33,1
29,36,1
30,31,1
31,32,1
33,34,1
34,35,1
36,37,1
37,38,1
39,40,1
40,41,1
41,42,1
41,45,1
41,48,1
42,43,1
43,44,1
45,46,1
46,47,1
48,49,1
49,50,1
51,52,1
52,53,1
53,54,1
53,57,1
53,60,1
54,55,1
55,56,1
57,58,1
58,59,1
60,61,1
61,62,1
63,64,1
64,65,1
65,66,1
65,69,1
65,72,1
66,67,1
67,68,1
69,70,1
70,71,1
72,73,1
73,74,1
75,76,1
76,77,1
77,78,1
77,81,1
77,84,1
78,79,1
79,80,1
81,82,1
82,83,1
84,85,1
85,86,1
87,88,1
88,89,1
89,90,1
89,93,1
89,96,1
90,91,1
91,92,1
93,94,1
94,95,1
96,97,1
97,98,1
